,Casino,Free_internet,Gym,Helpful_votes,Hotel_name,Hotel_stars,Member_years,Nr_hotel_reviews,Nr_reviews,Nr_rooms,Period_of_stay,Pool,Review_month,Review_weekday,Score,Spa,Tennis_court,Traveler_type,User_continent,User_country
163,YES,YES,YES,16,The Cosmopolitan Las Vegas,5,1,4,18,2959,Sep-Nov,YES,October,Friday,5,YES,NO,Friends,Europe,UK
164,YES,YES,YES,7,The Cosmopolitan Las Vegas,5,5,7,9,2959,Sep-Nov,YES,November,Wednesday,5,YES,NO,Business,Africa,Egypt
165,YES,YES,YES,45,The Cosmopolitan Las Vegas,5,1,19,50,2959,Sep-Nov,YES,November,Friday,5,YES,NO,Business,North America,USA
166,YES,YES,YES,8,The Cosmopolitan Las Vegas,5,8,3,4,2959,Dec-Feb,YES,December,Tuesday,2,YES,NO,Couples,North America,Canada
167,YES,YES,YES,8,The Cosmopolitan Las Vegas,5,5,3,7,2959,Dec-Feb,YES,December,Sunday,5,YES,NO,Families,North America,USA
168,YES,YES,YES,31,The Palazzo Resort Hotel Casino,5,4,23,28,3025,Dec-Feb,YES,January,Friday,3,YES,NO,Couples,North America,Mexico
169,YES,YES,YES,11,The Palazzo Resort Hotel Casino,5,10,6,32,3025,Dec-Feb,YES,January,Friday,5,YES,NO,Families,North America,USA
170,YES,YES,YES,4,The Palazzo Resort Hotel Casino,5,9,0,4,3025,Dec-Feb,YES,February,Friday,5,YES,NO,Couples,North America,Canada
171,YES,YES,YES,9,The Palazzo Resort Hotel Casino,5,3,8,37,3025,Dec-Feb,YES,February,Tuesday,4,YES,NO,Couples,North America,USA
172,YES,YES,YES,7,The Palazzo Resort Hotel Casino,5,6,3,10,3025,Mar-May,YES,March,Wednesday,5,YES,NO,Families,North America,Canada
173,YES,YES,YES,80,The Palazzo Resort Hotel Casino,5,8,30,36,3025,Mar-May,YES,March,Friday,5,YES,NO,Families,North America,Canada
174,YES,YES,YES,14,The Palazzo Resort Hotel Casino,5,5,10,31,3025,Mar-May,YES,April,Sunday,4,YES,NO,Couples,North America,USA
175,YES,YES,YES,60,The Palazzo Resort Hotel Casino,5,10,33,66,3025,Mar-May,YES,April,Saturday,5,YES,NO,Couples,North America,Canada
176,YES,YES,YES,8,The Palazzo Resort Hotel Casino,5,1,4,17,3025,Mar-May,YES,May,Saturday,5,YES,NO,Couples,Europe,France
177,YES,YES,YES,71,The Palazzo Resort Hotel Casino,5,10,20,57,3025,Mar-May,YES,May,Friday,5,YES,NO,Business,Europe,UK
178,YES,YES,YES,22,The Palazzo Resort Hotel Casino,5,6,8,42,3025,Jun-Aug,YES,June,Monday,4,YES,NO,Friends,North America,USA
179,YES,YES,YES,14,The Palazzo Resort Hotel Casino,5,8,20,28,3025,Jun-Aug,YES,June,Friday,3,YES,NO,Couples,North America,USA
180,YES,YES,YES,10,The Palazzo Resort Hotel Casino,5,3,8,19,3025,Jun-Aug,YES,July,Wednesday,4,YES,NO,Friends,Europe,Spain
181,YES,YES,YES,21,The Palazzo Resort Hotel Casino,5,9,11,20,3025,Jun-Aug,YES,July,Friday,5,YES,NO,Families,North America,USA
182,YES,YES,YES,93,The Palazzo Resort Hotel Casino,5,8,19,75,3025,Jun-Aug,YES,August,Sunday,4,YES,NO,Friends,Europe,UK
183,YES,YES,YES,26,The Palazzo Resort Hotel Casino,5,3,16,91,3025,Jun-Aug,YES,August,Wednesday,4,YES,NO,Business,North America,USA
184,YES,YES,YES,78,The Palazzo Resort Hotel Casino,5,8,48,52,3025,Sep-Nov,YES,September,Saturday,3,YES,NO,Friends,Europe,UK
185,YES,YES,YES,8,The Palazzo Resort Hotel Casino,5,2,4,93,3025,Sep-Nov,YES,September,Saturday,5,YES,NO,Families,North America,USA
186,YES,YES,YES,15,The Palazzo Resort Hotel Casino,5,1,3,9,3025,Sep-Nov,YES,October,Wednesday,5,YES,NO,Families,North America,Canada
187,YES,YES,YES,9,The Palazzo Resort Hotel Casino,5,2,3,5,3025,Sep-Nov,YES,October,Thursday,5,YES,NO,Couples,Oceania,Australia
188,YES,YES,YES,10,The Palazzo Resort Hotel Casino,5,1,7,37,3025,Sep-Nov,YES,November,Sunday,5,YES,NO,Friends,Asia,Singapore
189,YES,YES,YES,35,The Palazzo Resort Hotel Casino,5,7,25,31,3025,Sep-Nov,YES,November,Sunday,3,YES,NO,Families,South America,Brazil
190,YES,YES,YES,4,The Palazzo Resort Hotel Casino,5,7,4,6,3025,Dec-Feb,YES,December,Thursday,5,YES,NO,Couples,North America,USA
191,YES,YES,YES,113,The Palazzo Resort Hotel Casino,5,8,55,252,3025,Dec-Feb,YES,December,Monday,4,YES,NO,Families,North America,USA
192,YES,YES,YES,82,Wynn Las Vegas,5,4,48,164,2700,Dec-Feb,YES,January,Saturday,5,YES,YES,Couples,North America,USA
193,YES,YES,YES,9,Wynn Las Vegas,5,4,3,5,2700,Dec-Feb,YES,January,Tuesday,5,YES,YES,Families,North America,USA
194,YES,YES,YES,20,Wynn Las Vegas,5,3,5,7,2700,Dec-Feb,YES,February,Saturday,4,YES,YES,Couples,North America,Canada
195,YES,YES,YES,15,Wynn Las Vegas,5,7,11,18,2700,Dec-Feb,YES,February,Tuesday,5,YES,YES,Couples,North America,USA
196,YES,YES,YES,16,Wynn Las Vegas,5,6,13,20,2700,Mar-May,YES,March,Friday,5,YES,YES,Friends,North America,USA
197,YES,YES,YES,12,Wynn Las Vegas,5,8,5,21,2700,Mar-May,YES,March,Monday,4,YES,YES,Business,North America,USA
198,YES,YES,YES,48,Wynn Las Vegas,5,4,35,125,2700,Mar-May,YES,April,Sunday,5,YES,YES,Business,North America,USA
199,YES,YES,YES,10,Wynn Las Vegas,5,1,7,11,2700,Mar-May,YES,April,Monday,4,YES,YES,Couples,North America,USA
200,YES,YES,YES,16,Wynn Las Vegas,5,7,10,16,2700,Mar-May,YES,May,Monday,3,YES,YES,Solo,Asia,Singapore
201,YES,YES,YES,5,Wynn Las Vegas,5,3,5,19,2700,Mar-May,YES,May,Monday,5,YES,YES,Couples,Europe,UK
202,YES,YES,YES,365,Wynn Las Vegas,5,6,27,73,2700,Jun-Aug,YES,June,Wednesday,5,YES,YES,Couples,North America,USA
203,YES,YES,YES,4,Wynn Las Vegas,5,11,4,5,2700,Jun-Aug,YES,June,Wednesday,5,YES,YES,Couples,North America,USA
204,YES,YES,YES,17,Wynn Las Vegas,5,3,10,30,2700,Jun-Aug,YES,July,Monday,5,YES,YES,Couples,North America,USA
205,YES,YES,YES,10,Wynn Las Vegas,5,3,4,7,2700,Jun-Aug,YES,July,Sunday,5,YES,YES,Couples,North America,Canada
206,YES,YES,YES,99,Wynn Las Vegas,5,6,46,67,2700,Jun-Aug,YES,August,Sunday,5,YES,YES,Couples,North America,Canada
207,YES,YES,YES,25,Wynn Las Vegas,5,9,13,18,2700,Jun-Aug,YES,August,Saturday,5,YES,YES,Solo,Europe,Finland
208,YES,YES,YES,11,Wynn Las Vegas,5,4,7,12,2700,Sep-Nov,YES,September,Monday,2,YES,YES,Business,North America,Canada
209,YES,YES,YES,26,Wynn Las Vegas,5,7,12,40,2700,Sep-Nov,YES,September,Saturday,5,YES,YES,Friends,North America,Canada
210,YES,YES,YES,31,Wynn Las Vegas,5,3,17,142,2700,Sep-Nov,YES,October,Monday,4,YES,YES,Couples,North America,USA
211,YES,YES,YES,16,Wynn Las Vegas,5,7,4,8,2700,Sep-Nov,YES,October,Saturday,5,YES,YES,Couples,Europe,UK
212,YES,YES,YES,3,Wynn Las Vegas,5,2,9,15,2700,Sep-Nov,YES,November,Monday,5,YES,YES,Business,North America,Costa Rica
213,YES,YES,YES,14,Wynn Las Vegas,5,8,18,2,2700,Sep-Nov,YES,November,Wednesday,5,YES,YES,Couples,Europe,UK
214,YES,YES,YES,10,Wynn Las Vegas,5,5,6,10,2700,Dec-Feb,YES,December,Tuesday,5,YES,YES,Couples,Europe,UK
215,YES,YES,YES,55,Wynn Las Vegas,5,9,13,16,2700,Dec-Feb,YES,December,Tuesday,5,YES,YES,Couples,North America,USA
216,YES,YES,YES,13,Trump International Hotel Las Vegas,5,10,7,21,1282,Dec-Feb,YES,January,Tuesday,5,YES,NO,Solo,Europe,UK
217,YES,YES,YES,41,Trump International Hotel Las Vegas,5,5,58,69,1282,Dec-Feb,YES,January,Saturday,5,YES,NO,Business,Asia,India
218,YES,YES,YES,8,Trump International Hotel Las Vegas,5,5,13,33,1282,Dec-Feb,YES,February,Wednesday,5,YES,NO,Business,North America,USA
219,YES,YES,YES,2,Trump International Hotel Las Vegas,5,10,0,1,1282,Dec-Feb,YES,February,Tuesday,5,YES,NO,Families,North America,USA
220,YES,YES,YES,23,Trump International Hotel Las Vegas,5,5,8,49,1282,Mar-May,YES,March,Monday,5,YES,NO,Couples,North America,USA
221,YES,YES,YES,255,Trump International Hotel Las Vegas,5,2,52,775,1282,Mar-May,YES,March,Wednesday,3,YES,NO,Couples,North America,USA
222,YES,YES,YES,6,Trump International Hotel Las Vegas,5,7,7,16,1282,Mar-May,YES,April,Monday,4,YES,NO,Couples,Asia,United Arab Emirates
223,YES,YES,YES,1,Trump International Hotel Las Vegas,5,10,0,1,1282,Mar-May,YES,April,Wednesday,5,YES,NO,Couples,North America,USA
224,YES,YES,YES,17,Trump International Hotel Las Vegas,5,7,11,19,1282,Mar-May,YES,May,Friday,4,YES,NO,Families,Asia,Singapore
225,YES,YES,YES,8,Trump International Hotel Las Vegas,5,7,4,7,1282,Mar-May,YES,May,Sunday,5,YES,NO,Families,South America,Brazil
226,YES,YES,YES,16,Trump International Hotel Las Vegas,5,8,18,38,1282,Jun-Aug,YES,June,Sunday,5,YES,NO,Couples,North America,USA
227,YES,YES,YES,30,Trump International Hotel Las Vegas,5,9,14,48,1282,Jun-Aug,YES,June,Wednesday,5,YES,NO,Business,North America,USA
228,YES,YES,YES,55,Trump International Hotel Las Vegas,5,3,20,136,1282,Jun-Aug,YES,July,Sunday,5,YES,NO,Families,North America,Canada
229,YES,YES,YES,1,Trump International Hotel Las Vegas,5,6,8,26,1282,Jun-Aug,YES,July,Monday,4,YES,NO,Families,North America,USA
230,YES,YES,YES,2,Trump International Hotel Las Vegas,5,4,3,3,1282,Jun-Aug,YES,August,Sunday,4,YES,NO,Couples,Asia,Iran
231,YES,YES,YES,24,Trump International Hotel Las Vegas,5,5,17,78,1282,Jun-Aug,YES,August,Monday,5,YES,NO,Couples,North America,USA
232,YES,YES,YES,12,Trump International Hotel Las Vegas,5,10,18,24,1282,Sep-Nov,YES,September,Thursday,5,YES,NO,Families,Europe,UK
233,YES,YES,YES,15,Trump International Hotel Las Vegas,5,1,0,2,1282,Sep-Nov,YES,September,Monday,1,YES,NO,Families,Africa,Egypt
234,YES,YES,YES,3,Trump International Hotel Las Vegas,5,11,3,4,1282,Sep-Nov,YES,October,Thursday,5,YES,NO,Friends,Europe,Ireland
235,YES,YES,YES,17,Trump International Hotel Las Vegas,5,2,7,11,1282,Sep-Nov,YES,October,Saturday,5,YES,NO,Couples,Oceania,Australia
236,YES,YES,YES,1,Trump International Hotel Las Vegas,5,10,0,1,1282,Sep-Nov,YES,November,Wednesday,2,YES,NO,Couples,Europe,Germany
237,YES,YES,YES,17,Trump International Hotel Las Vegas,5,2,16,35,1282,Sep-Nov,YES,November,Tuesday,4,YES,NO,Families,Oceania,Australia
238,YES,YES,YES,76,Trump International Hotel Las Vegas,5,2,19,110,1282,Dec-Feb,YES,December,Tuesday,4,YES,NO,Business,North America,USA
239,YES,YES,YES,24,Trump International Hotel Las Vegas,5,3,25,53,1282,Dec-Feb,YES,December,Sunday,5,YES,NO,Couples,North America,USA
240,YES,YES,NO,102,The Cromwell,4,1,45,320,188,Dec-Feb,YES,January,Sunday,3,NO,NO,Business,Asia,Saudi Arabia
241,YES,YES,NO,2,The Cromwell,4,10,0,2,188,Dec-Feb,YES,January,Sunday,4,NO,NO,Business,North America,USA
242,YES,YES,NO,12,The Cromwell,4,1,6,26,188,Dec-Feb,YES,January,Sunday,5,NO,NO,Families,North America,USA
243,YES,YES,NO,0,The Cromwell,4,10,4,4,188,Dec-Feb,YES,January,Sunday,5,NO,NO,Couples,North America,USA
244,YES,YES,NO,6,The Cromwell,4,1,9,9,188,Mar-May,YES,April,Sunday,2,NO,NO,Solo,North America,USA
245,YES,YES,NO,70,The Cromwell,4,10,14,17,188,Mar-May,YES,April,Sunday,5,NO,NO,Friends,North America,USA
246,YES,YES,NO,1,The Cromwell,4,1,0,3,188,Mar-May,YES,April,Sunday,5,NO,NO,Couples,North America,Canada
247,YES,YES,NO,4,The Cromwell,4,10,0,14,188,Mar-May,YES,April,Sunday,2,NO,NO,Families,North America,Canada
248,YES,YES,NO,267,The Cromwell,4,10,111,235,188,Mar-May,YES,April,Sunday,5,NO,NO,Friends,North America,USA
249,YES,YES,NO,21,The Cromwell,4,1,9,59,188,Mar-May,YES,April,Sunday,5,NO,NO,Couples,North America,USA
250,YES,YES,NO,2,The Cromwell,4,10,0,2,188,Jun-Aug,YES,July,Sunday,5,NO,NO,Friends,North America,USA
251,YES,YES,NO,1,The Cromwell,4,10,0,2,188,Jun-Aug,YES,July,Sunday,5,NO,NO,Couples,North America,USA
252,YES,YES,NO,53,The Cromwell,4,10,18,21,188,Jun-Aug,YES,July,Sunday,5,NO,NO,Couples,North America,USA
253,YES,YES,NO,16,The Cromwell,4,1,0,4,188,Jun-Aug,YES,July,Sunday,1,NO,NO,Friends,North America,USA
254,YES,YES,NO,70,The Cromwell,4,10,52,184,188,Jun-Aug,YES,July,Sunday,5,NO,NO,Couples,Europe,Netherlands
255,YES,YES,NO,150,The Cromwell,4,1,75,262,188,Jun-Aug,YES,July,Sunday,4,NO,NO,Families,Europe,UK
256,YES,YES,NO,17,The Cromwell,4,1,11,69,188,Sep-Nov,YES,October,Sunday,5,NO,NO,Couples,North America,USA
257,YES,YES,NO,27,The Cromwell,4,10,12,92,188,Sep-Nov,YES,October,Sunday,4,NO,NO,Business,Oceania,Australia
258,YES,YES,NO,116,The Cromwell,4,10,61,131,188,Sep-Nov,YES,October,Sunday,3,NO,NO,Families,North America,USA
259,YES,YES,NO,16,The Cromwell,4,10,10,25,188,Sep-Nov,YES,October,Sunday,5,NO,NO,Friends,Europe,Norway
260,YES,YES,NO,53,The Cromwell,4,10,22,49,188,Sep-Nov,YES,October,Sunday,3,NO,NO,Couples,North America,Canada
261,YES,YES,NO,55,The Cromwell,4,10,33,148,188,Sep-Nov,YES,October,Sunday,4,NO,NO,Business,North America,USA
262,YES,YES,NO,22,The Cromwell,4,1,7,26,188,Dec-Feb,YES,January,Sunday,4,NO,NO,Couples,North America,Canada
263,YES,YES,NO,1,The Cromwell,4,1,4,13,188,Dec-Feb,YES,January,Sunday,4,NO,NO,Couples,North America,USA
264,YES,YES,YES,20,Encore at wynn Las Vegas,5,5,3,3,2034,Dec-Feb,YES,January,Tuesday,1,YES,NO,Business,Asia,Thailand
265,YES,YES,YES,87,Encore at wynn Las Vegas,5,3,12,46,2034,Dec-Feb,YES,January,Tuesday,5,YES,NO,Couples,North America,USA
266,YES,YES,YES,81,Encore at wynn Las Vegas,5,8,40,127,2034,Dec-Feb,YES,February,Thursday,4,YES,NO,Couples,Europe,UK
267,YES,YES,YES,12,Encore at wynn Las Vegas,5,4,5,15,2034,Dec-Feb,YES,February,Sunday,5,YES,NO,Business,North America,USA
268,YES,YES,YES,23,Encore at wynn Las Vegas,5,7,14,16,2034,Mar-May,YES,March,Friday,5,YES,NO,Couples,North America,USA
269,YES,YES,YES,27,Encore at wynn Las Vegas,5,1,38,113,2034,Mar-May,YES,March,Tuesday,4,YES,NO,Friends,North America,USA
270,YES,YES,YES,5,Encore at wynn Las Vegas,5,7,5,7,2034,Mar-May,YES,April,Monday,3,YES,NO,Families,Europe,UK
271,YES,YES,YES,99,Encore at wynn Las Vegas,5,10,32,73,2034,Mar-May,YES,April,Thursday,4,YES,NO,Friends,South America,Honduras
272,YES,YES,YES,3,Encore at wynn Las Vegas,5,2,12,35,2034,Mar-May,YES,May,Friday,5,YES,NO,Business,North America,USA
273,YES,YES,YES,86,Encore at wynn Las Vegas,5,5,20,139,2034,Mar-May,YES,May,Monday,5,YES,NO,Friends,Europe,UK
274,YES,YES,YES,30,Encore at wynn Las Vegas,5,2,12,28,2034,Jun-Aug,YES,June,Saturday,5,YES,NO,Couples,Europe,UK
275,YES,YES,YES,26,Encore at wynn Las Vegas,5,4,8,34,2034,Jun-Aug,YES,June,Tuesday,4,YES,NO,Business,North America,USA
276,YES,YES,YES,5,Encore at wynn Las Vegas,5,3,3,4,2034,Jun-Aug,YES,July,Thursday,5,YES,NO,Friends,North America,USA
277,YES,YES,YES,14,Encore at wynn Las Vegas,5,3,11,32,2034,Jun-Aug,YES,July,Sunday,5,YES,NO,Families,North America,USA
278,YES,YES,YES,4,Encore at wynn Las Vegas,5,1,3,9,2034,Jun-Aug,YES,August,Thursday,5,YES,NO,Families,Europe,UK
279,YES,YES,YES,200,Encore at wynn Las Vegas,5,4,58,333,2034,Jun-Aug,YES,August,Sunday,5,YES,NO,Families,North America,USA
280,YES,YES,YES,15,Encore at wynn Las Vegas,5,6,11,29,2034,Sep-Nov,YES,September,Monday,5,YES,NO,Couples,North America,USA
281,YES,YES,YES,68,Encore at wynn Las Vegas,5,5,43,85,2034,Sep-Nov,YES,September,Wednesday,5,YES,NO,Friends,Europe,UK
282,YES,YES,YES,1,Encore at wynn Las Vegas,5,5,5,12,2034,Sep-Nov,YES,October,Friday,5,YES,NO,Couples,North America,USA
283,YES,YES,YES,7,Encore at wynn Las Vegas,5,4,10,34,2034,Sep-Nov,YES,October,Thursday,4,YES,NO,Business,Europe,UK
284,YES,YES,YES,8,Encore at wynn Las Vegas,5,5,7,13,2034,Sep-Nov,YES,November,Sunday,5,YES,NO,Couples,Asia,India
285,YES,YES,YES,14,Encore at wynn Las Vegas,5,5,5,5,2034,Sep-Nov,YES,November,Sunday,5,YES,NO,Couples,North America,USA
286,YES,YES,YES,41,Encore at wynn Las Vegas,5,8,25,169,2034,Dec-Feb,YES,December,Tuesday,5,YES,NO,Friends,North America,USA
287,YES,YES,YES,6,Encore at wynn Las Vegas,5,7,10,11,2034,Dec-Feb,YES,December,Tuesday,5,YES,NO,Business,North America,USA
288,YES,YES,YES,2,Hilton Grand Vacations on the Boulevard,3,10,3,4,1228,Dec-Feb,YES,January,Sunday,5,YES,NO,Couples,North America,USA
289,YES,YES,YES,48,Hilton Grand Vacations on the Boulevard,3,10,39,50,1228,Dec-Feb,YES,January,Sunday,2,YES,NO,Families,North America,USA
290,YES,YES,YES,1,Hilton Grand Vacations on the Boulevard,3,10,3,10,1228,Dec-Feb,YES,January,Sunday,5,YES,NO,Business,North America,Mexico
291,YES,YES,YES,4,Hilton Grand Vacations on the Boulevard,3,10,4,7,1228,Dec-Feb,YES,January,Sunday,5,YES,NO,Couples,North America,Canada
292,YES,YES,YES,42,Hilton Grand Vacations on the Boulevard,3,1,7,60,1228,Mar-May,YES,April,Sunday,5,YES,NO,Couples,Europe,UK
293,YES,YES,YES,18,Hilton Grand Vacations on the Boulevard,3,10,49,92,1228,Mar-May,YES,April,Sunday,4,YES,NO,Couples,Europe,Netherlands
294,YES,YES,YES,58,Hilton Grand Vacations on the Boulevard,3,1,37,106,1228,Mar-May,YES,April,Sunday,4,YES,NO,Business,Oceania,Australia
295,YES,YES,YES,45,Hilton Grand Vacations on the Boulevard,3,10,5,7,1228,Mar-May,YES,April,Sunday,4,YES,NO,Families,North America,Canada
296,YES,YES,YES,38,Hilton Grand Vacations on the Boulevard,3,1,31,37,1228,Mar-May,YES,April,Sunday,5,YES,NO,Families,South America,Brazil
297,YES,YES,YES,19,Hilton Grand Vacations on the Boulevard,3,1,25,70,1228,Mar-May,YES,April,Sunday,1,YES,NO,Couples,North America,USA
298,YES,YES,YES,4,Hilton Grand Vacations on the Boulevard,3,10,3,9,1228,Jun-Aug,YES,July,Sunday,5,YES,NO,Friends,North America,USA
299,YES,YES,YES,7,Hilton Grand Vacations on the Boulevard,3,10,6,11,1228,Jun-Aug,YES,July,Sunday,5,YES,NO,Solo,North America,USA
300,YES,YES,YES,9,Hilton Grand Vacations on the Boulevard,3,10,18,39,1228,Jun-Aug,YES,July,Sunday,4,YES,NO,Families,Europe,Finland
301,YES,YES,YES,9,Hilton Grand Vacations on the Boulevard,3,10,0,10,1228,Jun-Aug,YES,July,Sunday,5,YES,NO,Families,Europe,UK
302,YES,YES,YES,24,Hilton Grand Vacations on the Boulevard,3,10,17,78,1228,Jun-Aug,YES,July,Sunday,4,YES,NO,Couples,North America,USA
303,YES,YES,YES,19,Hilton Grand Vacations on the Boulevard,3,10,21,48,1228,Jun-Aug,YES,July,Sunday,5,YES,NO,Families,Europe,UK
304,YES,YES,YES,41,Hilton Grand Vacations on the Boulevard,3,1,34,112,1228,Sep-Nov,YES,October,Sunday,5,YES,NO,Families,North America,Canada
305,YES,YES,YES,14,Hilton Grand Vacations on the Boulevard,3,1,17,28,1228,Sep-Nov,YES,October,Sunday,5,YES,NO,Solo,North America,USA
306,YES,YES,YES,16,Hilton Grand Vacations on the Boulevard,3,10,3,11,1228,Sep-Nov,YES,October,Sunday,2,YES,NO,Couples,Europe,UK
307,YES,YES,YES,11,Hilton Grand Vacations on the Boulevard,3,10,5,9,1228,Sep-Nov,YES,October,Sunday,4,YES,NO,Business,North America,USA
308,YES,YES,YES,1,Hilton Grand Vacations on the Boulevard,3,1,4,4,1228,Sep-Nov,YES,October,Sunday,3,YES,NO,Families,North America,USA
309,YES,YES,YES,25,Hilton Grand Vacations on the Boulevard,3,10,15,22,1228,Sep-Nov,YES,October,Sunday,4,YES,NO,Families,North America,Mexico
310,YES,YES,YES,36,Hilton Grand Vacations on the Boulevard,3,10,11,42,1228,Dec-Feb,YES,January,Sunday,5,YES,NO,Couples,North America,USA
311,YES,YES,YES,9,Hilton Grand Vacations on the Boulevard,3,1,16,20,1228,Dec-Feb,YES,January,Sunday,4,YES,NO,Couples,Oceania,Australia
312,YES,YES,YES,88,Marriott's Grand Chateau,3,10,34,160,643,Dec-Feb,YES,January,Sunday,4,NO,NO,Business,North America,Canada
313,YES,YES,YES,169,Marriott's Grand Chateau,3,1,78,372,643,Dec-Feb,YES,January,Sunday,4,NO,NO,Business,North America,USA
314,YES,YES,YES,36,Marriott's Grand Chateau,3,10,18,84,643,Dec-Feb,YES,January,Sunday,5,NO,NO,Families,North America,USA
315,YES,YES,YES,20,Marriott's Grand Chateau,3,1,13,21,643,Dec-Feb,YES,January,Sunday,5,NO,NO,Business,North America,USA
316,YES,YES,YES,55,Marriott's Grand Chateau,3,10,37,95,643,Mar-May,YES,April,Sunday,4,NO,NO,Friends,Europe,UK
317,YES,YES,YES,131,Marriott's Grand Chateau,3,1,107,118,643,Mar-May,YES,April,Sunday,5,NO,NO,Business,Europe,Germany
318,YES,YES,YES,8,Marriott's Grand Chateau,3,10,0,6,643,Mar-May,YES,April,Sunday,5,NO,NO,Couples,North America,Canada
319,YES,YES,YES,31,Marriott's Grand Chateau,3,10,4,60,643,Mar-May,YES,April,Sunday,4,NO,NO,Couples,North America,USA
320,YES,YES,YES,339,Marriott's Grand Chateau,3,10,79,275,643,Mar-May,YES,April,Sunday,4,NO,NO,Couples,Oceania,Australia
321,YES,YES,YES,42,Marriott's Grand Chateau,3,10,39,46,643,Mar-May,YES,April,Sunday,4,NO,NO,Business,North America,Canada
322,YES,YES,YES,6,Marriott's Grand Chateau,3,1,5,6,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Families,North America,USA
323,YES,YES,YES,5,Marriott's Grand Chateau,3,1,0,11,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Families,Oceania,Australia
324,YES,YES,YES,48,Marriott's Grand Chateau,3,1,37,75,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Couples,North America,USA
325,YES,YES,YES,115,Marriott's Grand Chateau,3,1,76,240,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Couples,Europe,Denmark
326,YES,YES,YES,7,Marriott's Grand Chateau,3,1,12,20,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Families,Asia,Taiwan
327,YES,YES,YES,25,Marriott's Grand Chateau,3,10,40,62,643,Jun-Aug,YES,July,Sunday,5,NO,NO,Families,Asia,Israel
328,YES,YES,YES,58,Marriott's Grand Chateau,3,10,19,88,643,Sep-Nov,YES,October,Sunday,5,NO,NO,Friends,North America,Hawaii
329,YES,YES,YES,5,Marriott's Grand Chateau,3,10,3,6,643,Sep-Nov,YES,October,Sunday,5,NO,NO,Friends,North America,USA
330,YES,YES,YES,8,Marriott's Grand Chateau,3,1,9,18,643,Sep-Nov,YES,October,Sunday,3,NO,NO,Business,Asia,Thailand
331,YES,YES,YES,78,Marriott's Grand Chateau,3,1,43,159,643,Sep-Nov,YES,October,Sunday,5,NO,NO,Families,North America,Mexico
332,YES,YES,YES,20,Marriott's Grand Chateau,3,10,23,47,643,Sep-Nov,YES,October,Sunday,4,NO,NO,Couples,Asia,Kuwait
333,YES,YES,YES,46,Marriott's Grand Chateau,3,1,12,86,643,Sep-Nov,YES,October,Sunday,4,NO,NO,Couples,Europe,Norway
